Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-11-03,21:24:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,42.57,USD,9.46,lb,,1.0,29,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,21:23:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.78,USD,3.51,lb,,1.0,28,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Quarter Hotel (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:23:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.30,USD,3.02,lb,,1.0,20,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:22:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.43,USD,6.73,lb,,1.0,37,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:21:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.51,USD,7.25,lb,,1.0,22,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pastas,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:20:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.26,USD,9.40,lb,,1.0,20,Pasta,Starch,Presented - Not Sold,Pastas,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:20:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.93,USD,10.08,lb,,1.0,31,Pasta,Starch,Presented - Not Sold,Pastas,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:19:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.17,USD,2.26,lb,,1.0,17,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:19:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.15,USD,1.12,lb,,1.0,40,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,21:18:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.00,USD,5.89,lb,,1.0,21,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-03,15:35:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,40.78,USD,16.31,lb,,1.0,24,Soup with Meat,Soup-Sauce-Gravy,Overproduction,Deli,Compost,Soup Container-Large,Pre-Consumer,FSW,,0,
2024-11-03,15:34:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.33,USD,4.53,lb,,1.0,102,Soup with Meat,Soup-Sauce-Gravy,Overproduction,Deli,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-11-03,15:32:29,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.53,USD,2.62,lb,,1.0,40,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-11-03,15:31:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.62,USD,3.86,lb,,1.0,10,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-11-03,15:30:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.37,USD,2.65,lb,,1.0,22,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:30:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.85,USD,3.67,lb,,1.0,9,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:30:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.94,USD,1.84,lb,,1.0,16,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:29:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.16,USD,2.27,lb,,1.0,25,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:28:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.12,USD,1.40,lb,,1.0,18,Bread,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-03,15:28:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.17,USD,2.86,lb,,1.0,8,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-03,15:27:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.07,USD,1.57,lb,,1.0,11,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-03,15:27:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.43,USD,4.50,lb,,1.0,16,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-03,15:26:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,39.93,USD,5.77,lb,,1.0,12,Beef - Whole,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:25:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.27,USD,2.39,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:25:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.10,USD,2.76,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-03,15:24:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.50,USD,4.60,lb,,1.0,13,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-11-03,15:23:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.97,USD,0.66,lb,,1.0,8,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:23:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.15,USD,3.36,lb,,1.0,12,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-03,15:22:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.62,USD,0.82,lb,,1.0,12,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-03,15:22:00,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.83,USD,0.50,lb,,1.0,12,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-03,15:21:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.59,USD,2.13,lb,,1.0,16,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-03,15:20:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.00,USD,5.89,lb,,1.0,26,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,4in Oval,Pre-Consumer,FSW,,0,
2024-11-02,21:27:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.82,USD,6.13,lb,,1.0,27,Rice,Starch,Overproduction,Big C Vegan,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-02,21:26:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.41,USD,6.89,lb,,1.0,16,Beans,Starch,Overproduction,Big C Vegan,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-02,21:26:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.40,USD,1.75,lb,,1.0,45,Chicken - Boneless,Meat-Protein,Overproduction,Big C Vegan,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-11-02,21:24:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.44,USD,1.89,lb,,1.0,16,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,21:23:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,21.12,USD,5.28,lb,,6.0,59,Pizza w Toppings,Mixed Foods,Overproduction,Pizza and Pasta,Compost,Sheet/Roasting Pan,Pre-Consumer,FSW,,0,
2024-11-02,21:20:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.74,USD,22.02,lb,,3.0,35,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,21:19:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.80,USD,1.89,lb,,1.0,12,Rice,Starch,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,21:18:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.40,USD,3.85,lb,,1.0,29,Pizza w Toppings,Mixed Foods,Overproduction,Pizza and Pasta,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,15:37:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.73,USD,1.14,lb,,1.0,41,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,15:36:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.99,USD,3.11,lb,,1.0,41,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-02,15:35:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.25,USD,11.84,lb,,1.0,46,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Plastic,Pre-Consumer,FSW,,0,
2024-11-02,15:33:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.59,USD,2.09,lb,,1.0,14,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-02,15:32:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,29.71,USD,6.19,lb,,1.0,24,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-02,15:32:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.25,USD,4.41,lb,,1.0,27,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-02,15:31:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.21,USD,5.02,lb,,1.0,28,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-02,15:29:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.05,USD,1.10,lb,,1.0,13,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-02,15:28:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.14,USD,9.28,lb,,1.0,38,Pasta,Starch,Overproduction,Pasta Station,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-02,15:27:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.49,USD,1.87,lb,,1.0,22,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-02,15:26:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.65,USD,2.22,lb,,1.0,34,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-02,15:24:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.62,USD,3.49,lb,,1.0,57,Fries,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-02,15:21:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.73,USD,9.88,lb,,1.0,25,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-01,21:21:23,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.29,USD,14.51,lb,,1.0,22,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,21:20:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.04,USD,5.12,lb,,1.0,108,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,4in Round,Pre-Consumer,Student,,0,
2024-11-01,21:18:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.88,USD,0.93,lb,,1.0,15,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,21:18:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,29.08,USD,7.38,lb,,1.0,18,Fish,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,21:17:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.02,USD,0.02,lb,,1.0,13,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,21:17:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.62,USD,4.36,lb,,1.0,30,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,21:16:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.72,USD,0.95,lb,,1.0,14,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-01,21:16:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.86,USD,1.96,lb,,1.0,18,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-01,21:15:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.01,USD,2.65,lb,,1.0,31,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-01,21:14:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.26,USD,2.97,lb,,1.0,15,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-01,21:14:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,20.09,USD,3.66,lb,,1.0,43,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-11-01,21:13:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.67,USD,2.81,lb,,1.0,18,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-11-01,21:12:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.97,USD,4.23,lb,,1.0,23,Tofu,Meat-Protein,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-11-01,21:12:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.33,USD,12.52,lb,,1.0,24,Pasta,Starch,Presented - Not Sold,Center Plate,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-11-01,21:10:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.51,USD,16.46,lb,,2.0,19,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-11-01,21:09:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.96,USD,10.47,lb,,1.0,13,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-11-01,21:08:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.79,USD,7.62,lb,,1.0,29,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-11-01,20:51:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,49.38,USD,10.29,lb,,1.0,28,Chicken - Boneless,Meat-Protein,Timed or Temp'd Out,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-11-01,10:14:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.93,USD,2.64,lb,,1.0,18,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:14:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.63,USD,2.48,lb,,1.0,18,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:13:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.29,USD,1.76,lb,,1.0,31,Mixed Starch,Mixed Foods,Overproduction,Center Plate,Compost,Soup Container-Large,Pre-Consumer,Student,,0,
2024-11-01,10:12:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.78,USD,0.42,lb,,1.0,19,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:12:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.59,USD,2.90,lb,,1.0,28,Turkey,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:11:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.35,USD,0.21,lb,,1.0,38,Tofu,Meat-Protein,Overproduction,Big C Vegan,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:10:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.82,USD,1.63,lb,,1.0,18,Waffle,Bread-Cereal,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:09:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.97,USD,1.91,lb,,1.0,38,Potatoes,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:08:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.94,USD,3.09,lb,,1.0,18,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-11-01,10:07:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.63,USD,3.46,lb,,1.0,37,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,21:21:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.59,USD,4.72,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-31,21:20:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.52,USD,0.92,lb,,1.0,23,Tofu,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-31,21:19:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.40,USD,1.84,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-31,21:17:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.95,USD,1.25,lb,,1.0,15,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-31,21:15:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,20.92,USD,3.81,lb,,1.0,54,Beef - Ground,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-31,21:14:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.21,USD,2.33,lb,,1.0,58,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-31,21:09:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.98,USD,13.13,lb,,1.0,31,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-10-31,21:07:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,21.83,USD,4.85,lb,,1.0,87,Alternative Meat,Meat-Protein,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-10-31,18:45:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.99,USD,15.78,lb,,2.0,114,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-10-31,18:42:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,55.40,USD,12.31,lb,,1.0,15,Alternative Meat,Meat-Protein,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,SC Stefan,,0,
2024-10-31,16:36:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.05,USD,6.37,lb,,1.0,36,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,16:36:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.60,USD,3.14,lb,,1.0,49,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,16:35:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.37,USD,4.43,lb,,1.0,57,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Donation Pan,Pre-Consumer,Student,,0,
2024-10-31,16:34:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.47,USD,8.40,lb,,1.0,23,Broth,Soup-Sauce-Gravy,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,16:33:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.02,USD,2.67,lb,,1.0,393,Alternative Meat,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,16:26:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.78,USD,3.84,lb,,1.0,27,Pasta,Starch,Presented - Not Sold,Bear Fit,Compost,Donation Pan,Pre-Consumer,Student,,0,
2024-10-31,16:25:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,28.51,USD,4.12,lb,,1.0,14,Beef - Whole,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Donation Pan,Pre-Consumer,Spanish,,0,
2024-10-31,16:25:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.78,USD,2.80,lb,,1.0,24,Pork,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Donation Pan,Pre-Consumer,Student,,0,
